tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1247384261654499331,"But this is no doubt that the virus started from the animals of wet market in China. You can’t blame other undeveloped countries even they did not prohibit from eating wild animals. The main point is, China did not do well to prevent spreading of virus. They lied to the world.",not stigmatizing,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1247636656901021697,Stop lying! Dog meat restaurants are everywhere in China in every tier of city and town! Chinese think causing pain to an animal makes the meat more flavorful don't even start me on your witch doctor tiger penis soup or the fact you killed off the Vaquito! URL,stigmatizing - low,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1247500535915253761,"People won’t call it “Chinese Virus” for fear of being labeled racist.
 

 Fuck. That.
 

 China owns this bullshit:
 

 1) Virus outbreak, either negligently/intentionally, originated from a Chinese lab. China then spread a false narrative about bat soup to minimize culpability; URL",stigmatizing - low,Information or misinformation;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1247629392961916928,"Plus the wet markets are open again -- the Chinese continue to eat bats, rats, dogs and cats and any other creepy slimy thing they can sell.
 #China #wetmarkets #Wuhan #coronavirus #COVID19 
 ➡️There will only continue to be one pandemic after another because THEY REFUSE TO CHANGE! URL",not stigmatizing,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1247671135166177284,"Graham wants Trump to demand Xi 'crack down' on Chinese wet markets: 'Stop eating bats'
 

 Yes! Stop eating dogs and cats too. And stop abusing, cooking, and eating all animals alive!
 

 URL",not stigmatizing,Donald Trump;Information or misinformation;International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1247339070331564033,"can call the #coronavirus whatever he wants. It’s his 1st amendment right. Get Mad at China for re-opening wet markets ; eating innocent mammals like dogs, cats ; bats. 😢 The whole world is suffering because of Communist China....and they haven’t apologized once!",not stigmatizing,Chinese government (Chinese communist party - CCP);International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1247341006283894784,"In CCP they eat cats, dogs, horseshoe bats, and other animals from wet markets. 
 

 Keep Chinese 🇨🇳 out until they close wet markets which are spreading diseases. 
 

 Problem curbed. 🇺🇸🇺🇸🇺🇸 URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1247343569502736384,"Sen. Cotton can call #covid19 #SARS_CoV2 whatever he wants. It’s his 1st amendment right. Get Mad at China for re-opening wet markets ; eating innocent mammals like dogs, cats ; bats. 😢 The whole world is suffering because of Communist China, yet they have never apologized. 😒",not stigmatizing,Information or misinformation;International politics;Wet market and eating habits,,7
https://twitter.com/edent/status/1247356720759943168,Only an evil fuck would dump their cat or dog over fear of #coronavirus ! We’re NOT China where cats and dogs are eaten and it’s considered normal. 😳🤭 URL,not stigmatizing,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1247718034921275393,"that's so archetype every Chinese eat wild animals. M in wuhan. i don't eat dogs or cats, non of my friends did that neither. I even didnot konw bat is eatable before the outbreak.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
https://twitter.com/edent/status/1247811795865071621,"They must ban the deadly markets and live animal sales, all wild animals must be protected. Dog cruelty and for God’s sake eating dogs ; cats must be STOPPED #peta #soidog #China join in fighting barbarism URL",stigmatizing - low,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1247837825464074240,"Now that #Wuhan emerged from nearly 3 months of #lockdown, the world asks not just #Wuhan but every #Chinese friend a favor. Would you please force your government to close the wet markets, stop eating and exporting bats, rats, cats, dogs etc and save the world from #coronavirus.",not stigmatizing,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1247843196870127618,"What shd we learn from #Wuhan ; China on t #WuhanVirus outbreak?
 

 Feeding habits on wild animals or leakage of virus from Lab?
 

 Cover up of truths? Silencing whistleblowers? Destroy evidences?
 

 Flat-footed theory in blaming others as origin? Or..
 

 #ChinaLiedPeopleDied URL",stigmatizing - low,Bio-weapon;Information or misinformation;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1247977667208626177,"A non-secure virus lab near a wet market (butchered cats and dogs for fuck sakes) let’s loose a new coronavirus... Yea, CHINA’S FAULT GODDAMNIT. Not racism, it’s the fucking truth! URL",stigmatizing - low,Information or misinformation;Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1247707627884351489,"LIES KILL,
 TRUTH SAVES
 The Chinese Communist Party’s coverup led to a pandemic that now threatens the lives of people around the globe.
 See through the deception, and keep yourself and your family truly informed.
 Let's reject communism and end it together.
 Take Action Today URL URL",not stigmatizing,Chinese government (Chinese communist party - CCP),coverup,7
https://twitter.com/edent/status/1247728421007806467,"The amount of racist posts I see about Asians eating cats, dogs, bats and more these days are really upsetting. Racism was never okay. You can't use a pandemic to try and normalise it. Stop this disgusting and hurtful behaviour. 
 #Asian #Racism #Coronavirus #COVID19 #NotOkay",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,7
https://twitter.com/edent/status/1247728641695498240,"Horseshoe Bat soup anyone?
 

 How about Corona ""wuhan"" virus anyone? 
 

 How about fresh cat, rat, bat, or dog from the Wuhan wet market? It's just re-opened!!
 

 #coronavirus #WuhanVirus #ChinaLiedPeopleDied",stigmatizing - low,Wet market and eating habits;Wuhan virus lab,,7
https://twitter.com/edent/status/1247730702860324864,"Horseshoe Bat soup anyone?
 

 How about Corona ""wuhan"" virus anyone? 
 

 How about fresh cat, rat, bat, or dog from the Wuhan wet market? It's just re-opened!!
 

 #coronavirus #WuhanVirus #ChinaLiedPeopleDied URL",stigmatizing - low,Wet market and eating habits;Wuhan virus lab,duplicate,7
https://twitter.com/edent/status/1247861735182090242,"Yeah, modernisation according to #CCP is breeding, torchoring and eating wild animals like bats, rats, etc...
 

 Pay more attention to keeping your ahit to yourself and evolve if possible. 
 

 URL",stigmatizing - medium,Chinese government (Chinese communist party - CCP);Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1248332631042748418,"Banning dog meat is good move though China has banned eating and selling wild animals after SARS..
 But let’s keep alert and not be distracted since we still don’t know where the virus is exactly from, from animals? Or labs?",not stigmatizing,Information or misinformation;Wet market and eating habits,SARS,7
https://twitter.com/edent/status/1248281674338775043,"FUCK China and their stupid ass communist fucking government, fuckers can't have an economy good enough to keep their people from eating goddamn snakes and bats, and now I, an American, am paying the price.",not stigmatizing,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,7
https://twitter.com/edent/status/1248295624178642945,"Let""s not mince words,#Covid19 is a Chinese creation;they own it wheather they like it or not.They eat bats,dogs and cats.They can't blame anyone else for their primitive choices in food which is causing world suffering! URL",not stigmatizing,Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1248260668081541123,"Criticise the bat eating, dog cooking, sub standard shite producing, people abusing, arse covering, Chinese communists is racist, apparently. URL",stigmatizing - low,Chinese government (Chinese communist party - CCP);Information or misinformation;Wet market and eating habits,,7
https://twitter.com/edent/status/1248363382765490176,"#COVID19 can someone tell me why after all this time and by time I mean how long have Chinese people been eating rat, cat, dog, snake or anything else they felt was fair game such as BAT? So why now, as I’m confused",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,7
