tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1251740372088188928,"...errors in reporting those rates have led to confusion regarding the true health impacts...estimated rates are dependent on the test used to identify infected patients, understanding that test ;  its history could lead to much needed clarity.
 #Coronavirus
 URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1246490099346485248,"So is the Corona just gonna disappear in 1 month? What if it strikes again, what measures are being taken to solve this? Is there a vaccine in the making? Think about the flu. Are we gonna be quarantine forever?
 I NEED ANSWERS?#coronavirus",not stigmatizing,Other,,17
https://twitter.com/edent/status/1247930964484988929,"Foreign-owned Optimum doing horrendous job during #Coronavirus ZERO customer service/Broken equipment/WiFi spotty/No care for customers. Once Altice took over, company has declined. Info is key during pandemic ;  Optimum has failed no $$ 4 Optimum URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1247854410195034112,Novel #coronavirus cases rise to 343 in Uttar Pradesh after 11 people test positive: Official. #COVID19,not stigmatizing,Information or misinformation,,17
https://twitter.com/edent/status/1248300214688952320,Isn't it fun in the privileged nonaccountable world of ? A blast! 🙄 #FoxNewsLiedAsPeopleDied #coronavirus #COVID19 URL,not stigmatizing,Other,,17
https://twitter.com/edent/status/1245287820178214912,"Starvation is alarming. I wish our leaders are well prepared for this one, or aren't they seeing it coming just like how they never see the #COVID19 coming?",not stigmatizing,Other,,17
https://twitter.com/edent/status/1248187832847515650,"These are the consequences of having muddled public health protection info. In addition to all the other pple the couple came into contact with from Kilifi to Mandera, add their contacts on their way to the health facility, no doubt following GoK's #COVID19 advice. URL",not stigmatizing,Information or misinformation,,17
https://twitter.com/edent/status/1253373885766082562,"Thanks to ⁦ for sharing news of our digital solution developed in partnership with ⁦ ;  ⁦ to aid local authorities, childcare providers ;  keyworkers manage childcare needs at this time
 #COVID19 #childcare URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1244392936948858880,"Not with this again? We’re on the verge of 1,000 people A DAY DYING. 
 

 Can we give the test fetish a rest for a while?. URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1252280170758586370,If this #LiberateAmerica keeps going on #COVID19 will be the virus that wiped out the #whiterace . I don't feel bad about saying that. Keep gathering and blocking those hospitals. #COVIDKILLEDWHITEPEOPLE #COVIDー19 #COVIDDENIERS #ReopenAmericaNow #LOL,not stigmatizing,Other,,17
https://twitter.com/edent/status/1249732452249210885,"..for #COVID19, but we must take into account various aspects. Things like dosage, side effects, etc. This is why randomized controlled trials are necessary.
 

 And yes, they take time. But as physicians, we must be sure we are not contributing to patients' deaths by giving them..",not stigmatizing,Other,,17
https://twitter.com/edent/status/1239862332408266754,"Health workers,pharma workers,those making hi tech masks/gloves/clothing requird 2 manage #covid19,makers of ventilators; other machinery required,those producing soaps , detergents,tissues,producers of biscuits,milk ,other food stuff,our farmers; govt machinery 🙏",not stigmatizing,Other,,17
https://twitter.com/edent/status/1254017602491494401,"AFP: #Coronavirus death toll in Europe tops 120,000",not stigmatizing,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1240542521710612480,"Fine and good...
 

 But there's no scope for letting up, NO MATTER WHAT!!
 

  govt also needs to pull up officials and state govts who seem to be still not giving their all and letting quarantined people escape.
 

 Looking at you, and URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1238153314279227393,Big companies are revising work-from-home policies and promising to compensate employees. But the global #coronavirus pandemic is putting some workers in a precarious spot: URL URL,not stigmatizing,News,,17
https://twitter.com/edent/status/1242222004146593792,"Yeah, it's the #BoomerRemover, but who's spreading #covid19?
 

 Those neighbors who are too self-important to #StayInside.
 

 They're passing too closely on the sidewalk.
 They're visiting friends, making their social circle larger than 10.
 They're not washing their hands well! URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1242541778756087808,"Day 6 no taste, sense of smell, glands swollen, pressure in head, nausea and fever subsiding, cough and heavy chest pretty much gone... not sure if it’s corona or just common cold but this is exactly why lockdown and isolation is paramount #StayHome #COVID19 URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1235332576312725504,"The health officials didn’t say how many tests were done today but since Friday they tested 91 people with 31 testing positive for #covid19 in King county. 
 They will start testing much more people now that restrictions are loosened as of today.",not stigmatizing,Information or misinformation,,17
https://twitter.com/edent/status/1242904102742323200,"World Health Organization praising Trumps actions to prevent #COVID19 spread. I definitely don't think it's been great, but I think the WHO understand that they who praise the most get his ear.",not stigmatizing,Donald Trump; Information or misinformation,,17
https://twitter.com/edent/status/1253839482979221510,We are in a race against time for: (1) mass and rapid testing;  (2) consistent and scalable treatments;  (3) and a vaccine. We need to maximize time each day on this journey to save and optimize lives and living. #coronavirus #Covid_19,not stigmatizing,Other,,17
https://twitter.com/edent/status/1253164675400740869,"LOOK AT THAT! 
 

 #Coronavirus : How has lockdown impacted on air pollution? URL via",not stigmatizing,Other,,17
https://twitter.com/edent/status/1239612190933561344,"Hey here’s a thought!!! If ISIS is taking this seriously and putting their jihad on standby, maybe all the college students rioting just to party on campuses should too. 
 

 #COVID19",not stigmatizing,Other,,17
https://twitter.com/edent/status/1236371418620874752,"Have you noticed that some newspapers’ #coronavirus stories are behind paywalls.
 

 Exploiting a crisis for money instead of keeping the public informed.
 

 #CoronavirusUSA #COVID19 #Coronavirusnyc",not stigmatizing,Other,,17
https://twitter.com/edent/status/1246418393512792066,"Never been depressed by a picture before, I lost all my appetite😢😔💔
 #Day9ofLockdown 
 #COVID19 URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1242297288359215105,"Coronavirus: WHO director-general says pandemic ‘is accelerating’ 
 

 But in America, at #TrumpPressConference #TrumpLiesAmericansDie by minimizing it's impact and supporting Darwinian approach.
 

 China didn't even do that.
 

 #Coronavirus URL",not stigmatizing,Donald Trump,,17
https://twitter.com/edent/status/1242116081780690945,In addition to physical distancing and hand washing - perhaps these would be places to implement widespread #covid19 testing as a priority?,not stigmatizing,Other,,17
https://twitter.com/edent/status/1251565581834354688,"This weather as well as being isolated is not a great time for people with mental health issues , there's and end in sight, hang in there #MentalhealthduringCovid19 #Waterford #Coronavirus URL",not stigmatizing,Other,mental health,17
https://twitter.com/edent/status/1243735831229194241,"If you are an employer, it is your responsibility to ensure a healthy and safe workplace. Here are some steps to take to help prevent the spread of COVID-19. URL #COVID19 URL",not stigmatizing,Other,,17
https://twitter.com/edent/status/1237525275149135872,A Chinese #COVID19 outbreak model adapted to🇳🇴early data suggests rapid increase in cases over the next week possible. 8 days for cases to increase by a factor of 10?? Can any doctor/coders check model with your country's data? Code on : URL URL,not stigmatizing,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1245295251134308353,Some good news: Officials believe the export of medical equipment using the EU’s trade mechanism will be the first of many;  #coronavirus #trade URL,not stigmatizing,News,,17
https://twitter.com/edent/status/1247645386040205312,"just want to give a huge shout out to this company for using #COVID19 and #PPEShortage as a way to market their brand. A sport bra and 3 masks?! Are you kidding me?You’re disgusting, I hope this ends your company #PPE #N95mask #CoronavirusPandemic #CoronaVillains URL",not stigmatizing,Information or misinformation; Other,,17
https://twitter.com/edent/status/1238489573396819969,You ask for to much bra Rob. We still awaiting Sirino's case that's over 6 months old to be concluded 😂 URL,not stigmatizing,Information or misinformation; Other,,17
https://twitter.com/edent/status/1245905801937473537,Has any one seen any legitimate information regarding the efficacy of surfing during this pandemic assuming social distancing is practiced. I am being dead serious #COVID19 #COVID #COVID2019,not stigmatizing,Information or misinformation; Other,,17
https://twitter.com/edent/status/1243525920964505600,"The private hostels in Telangana, where students from Andhra had been residing for education and coaching, were abruptly closed forcing the students to go back to their hometowns.
 

 #Covid19 #lockdown
 

 URL",not stigmatizing,Information or misinformation,,17
https://twitter.com/edent/status/1244754900795473921,. - You haven’t taken down your #paywall for #coronavirus #COVIDー19 articles yet?! URL,not stigmatizing,Other,,17
https://twitter.com/edent/status/1242858486020669446,There is an overwhelming amount of kindness in our communities right now. People are coming together for COVID-19 front line support  URL,not stigmatizing,Other,,17
